id,tuple_nodes,tuple_feature
1197,5543;375;8334;933;4104;598;643;4187;613;9899;11315;45;960;119;2819;5245;8528;16167;4212;1484;3718;11237;13483;580;9716;11475;8804;10747;440;257;5259;13811;7094;3625;1465;16857;15069;138;7279,11.021881500990839
1203,14470;15325;449;616;2996;3237;309;4246;12999;17150;3336;16789;59;2363;3834;2615;1001;4685;2338;12886;7183;2748;11672;2441;14067;424;396;2412;4255;79;17114;4182;16774;649;9589;490;4162;1502;1240;12387;17604;1426;3215;14105;638;949;172;303;198;735;7329;5278;18362;2186;18310;2200;4326;1020;1460;14060;199;15958;147;1013;2535;4757;11987;11310;9572;185;3276;70;4805;3791;58;10154;12075;282;6166;2025;1355;15286,18.583621138462505
1211,4306;12507;4033;2645;14959;10639;2993;7;2119;14018;17482;4430;8660;7993;2438;100;5167;1302;6064;12341;9022;2714;11078;9883;1751;15734;4743;14118;157;11546;1373;11637;4237;5467,11.458427722417778
1212,255;2058;6686;11678;2650;124;2310;1127;5787;7514;4019;8056;3023;1234;12565;18479;12070;1252;8785;11406;7854;12558;4972;39;57;15057;192,16.001712999638734
1214,15206;2664;12617;9439;2242;5952;6527;7521;7723;551;10768;586;13554;4614;898;1337;11409;1509;11233;1326;4675,17.631103673092774
1220,554;60;11452;3905;463;76;13875;12716;7232;1149;13974;1355;68;15845;180;16870;13379;4054;13874;4213;2586;76;1312;7641;11093;4042;18461;6935;6486;3087,15.32207706226252
1222,1962;1329;16012;9693;4979;15030;3790;3671;568;17472;185;4401;15769;13767;16899;11738;396;4113;648;12515;10985;3614;938;10386;5465;46;9148;255;18101;9472,10.958357700422575
1231,1257;7103;3832;3403;4883;13;594;6532;3706;5602;52;1072;52;1097;8416;4100;100;18108;2498;8970;901;8698;7054;7751;13750;6238;638;1726;13657;4945;15421;1370;5477;13297;2956;61,18.688925682322324
1235,6561;6144;18600;3400;356;3088;6122;127;8520;10127;4008;238;577;1088;8865;14135;9005;844;2067;6351;3303;10555;0;307;143;16175;5643;12493;17363;688;699;12226;14277;11301;170;17136;12396;87;2408;2112;11547;1014;4221;94,15.988142395515965
1238,8604;7879;15924;14937;17769;8774;5426;18958;1321;475;9169;1643;212;5254;7659;511;4079;6506;4888;52;11513;13115;13355;662;13551;10110;62;3505;9704,16.480935810582427
1241,495;18975;10999;14;6826;4481;4803;10262;747;4919;897;18320;9058;13460;6622;9161;1641;6288,10.592423848191276
1247,2924;4890;2963;1000;12646;8553;6645;313;440;10493;615;250;4291;17694;377;2773;978;16545;79;11488;231;143;77;3621;3323;1654;13862;5740;418,17.733929849402266
1252,391;5189;8760;769;9232;4535;3397;10740;10474;5247;6606;930;6088;14572;1597;2541;15400;6061;1086;257;17883;16984;485;81;820;5790;2949;760;7592;2025;299;586;8871;18194;10054;946;1005;1010;13763;1372;6593;4026;424,16.730877998867975
1261,1528;6394;3274;420;14879;204;6722;12639;11738;1132;4418;2969;953;7867;15366;2941;251;15;2748;13052;2702;8833;12446;9625;11789;225;17973;12740;4387;11781;5002;3471;4181;18219;7907;14520;10252;8317;5227;1862;8104;8552;1552;2589;1070,10.836187671595752
1262,13;14303;14;14438;119;14249;5723;206;280;2863;4926;3115;8626;13478;4153;97;5893;13170;14284;11383;16253;12100;654;3469;3553;327;17273;6858;1493;14287;10292;918;377;7634,18.358238831024007
1263,11195;3574;5588;2310;12842;10460;6583;893;10314;15393;17934;10398;11780;1250;621;8136;14607;5149;6384;624;3108;6857;16182;4244;8518;8938;16156;14236;3404;5415;2463;7508;3136;4603;47;5983;2421;8836;12438;752;10;11515,18.508933842676257
1265,7520;5420;10256;13293;4149;61;1606;5935;13812;14081;46;12312;3709;8449;86;308;8840;17077;14777;1845;1395;6409;15498;2473;4577;3965;1513;8271;7679;15283;14454;4668;14096;102;1989;4017;6112;9978;9265;12446;11695;12308;9491;9007;1776;15879;16083;15798;17952;7633;17322;59;5473;5664;13483;5432;1184;2770;3620;17803;2909;878;6579,14.580672717643441
1267,8281;1809;7713;18271;14;18581;197;9620;8348;11789;8311;10457;12781;10456;16380;3459;10424;2251;6889;620;14040;67;6505;226,17.010314760719595
1268,11165;898;11225;17349;11692;1357;9986;9726;353;5486;16072;1297;1918;1815;154;15770;241;9276;14162;189;1987;18462;5305;3395;75;2602;11583;628;7984;11750;14821;1134,16.97359381988339
1269,8264;3127;14303;8909;9739;2302;18328;2969;5366;13041;15610;9496;17743;14737;13575;3405;6672;7930;5495;18286;14616;2383;13190;2362;3193;14465;3058;453;7831;4326;14624;11422;5913;7015;2493,13.73927068850276
1272,665;3732;1037;4828;12350;8550;3718;10182;5549;339;9067;1916;149;1381;1285;1620;3214;15048;15406;5661;12741;1994;15715;9632;120;1364;5730;3091;634;11424;6345,15.80718385389964
1275,2534;17421;1854;4204;803;14207;2461;5934;1000;13607;5115;11997;3800;1970;1541;8127;10215;12214;385;1803;14826;10292;117;1061;254;1323;15241;123,14.302470771339681
1278,3509;3050;254;9524;5550;18231;9570;8000;8296;12933;1496;753;3699;4684;11831;5007;13917;1131;905;291;4073;471;13299;876;3935;607;2165;102;3855;7284;3461;7430;15956;10914;11924;8622;184;3887;7274;12596;7011;2467;8127;10737;2520;6927;19;8296;8486;12707;248;1185;17948;7029;2508;13383;9330;707;9007;2049;198;10242;13163;3889;3205;3131;92;12140;3702;3608;6356;785;74;95;1386;17410;559;3122;3535;9428;4144;908;5670;2893;2513;9975;6551;6834;8754,16.74299462707421
1280,107;6702;2405;5677;9438;202;4828;5751;10903;12992;18024;6796;3805;15042;841;3317;7013;12257;12819;275;1867;2859;4192;6445;9422;12559;9877;386;1651;4584;119;8081;6835;155;128;292;281;3910;17315;10783;1927;3405;3482;353;14788;9106;2362;1560;131;1100;260;7769;7997,17.823698590883208
1284,3576;6069;1312;5683;2019;10888;8962;236;8612;16392;7855;17264;6863;15057;15815;11255;16495;1882;2933;10312;8236;12788;1292;5797;6246;2208;13046;3757;3939;13746;407;1470;1952;4936;227;2567;12756;14565;9755;1280;15337;8320;18377;7952;5000;1716;944;2545;17505;17397;7323;10049;1553;5482;12256;9421;13185,11.149585791994957
1297,2386;3185;17042;5633;4321;2613;5463;1088;16723;16995;1384;1526;1585;1098;11998;5794;5095,11.969287421248353
1299,1490;1383;11626;2200;791;1117;10093;18;6476;14024;12473;5617;4656;2480;9842;3277;11643;115;1246;6806;10502;1004;17197;14029;5549;17523;6331;15152;18426;6109;2657;2179;4672;17399;17262;830;2;11788;584;12867;109;3726;167;14134;2203;5119;17172;6727,13.71066966125552
1305,7959;12882;13848;863;1837;3441;8671;174;7254;9231;4322;189;13903;280;9739;2460;951;7446;1286;18648;3851;8473;5372;17379;2203;2877;11961;6007;57;3037;9251;9766;8271;12963;13;198;365;2892;8620;10840;664;2585;413;17007;98;9623;1320;341;2093;11238;10237,17.547573120539163
1309,655;7039;9745;14646;12769;5026;1940;10598;1512;11123;6681;1473;7219;9661;4258;8906;328;17337;14135;12039;12378;303;4960;8694;14218;2586;3616;2114;15307;15110;6334;17;17606;4771;9845;9633;7175;10736;3359;1351;2820;6056;6103;228;7966;17484;35;2024;7664,15.295538860161475
1313,10167;4146;1534;222;1020;1405;664;6586;1650;3912;12812;13290;17375;17748;20;6009;150;16160;16985;15291;1787;18517;121;39;442;3269;9401;8320,13.081957319518764
1319,10720;1148;2632;4085;17193;1942;14451;475;7120;422;637;11217;304;75;1810;15679,14.796156595575358
1320,53;127;8661;6805;14898;389;1484;3097;373;15447;245;3734;2588;3051;5417;8566;6713;335;5089;16142;13025;16171;127;580;3608;1773;79;2031;2398;294;101;9630;18469;10685;18460;6755;678;915;276;10608;561;13369;83;2052;11422;1180;4449;245;13040;902;1431;6096;9021;4397;10239;7440;9763;256;3202;3866;9125,13.415526957660424
1322,1649;15157;5902;8667;14812;16849;10866;14770;7048;5938;623;12069;6389;9274;4179;207;13342;10954;675;206;1742;922;10233;15904;10691;18615;7599;5519;414;12987;4314;17618,14.004973107278488
1324,8576;3919;14220;22;3980;5967;5106;4925;9925;4287;6244;14750;1979;84;10436;1908;17648;2030;88;84;834;17808;1800;15575;234;5746;16711;11136;1547;13050;11618;549;5489;7273;47;7727;2025;9453;4751;6089;4568;452;2772;8993;8166;14518;8427;7045;17731;16631,14.58953740444544
1325,475;2131;1033;2510;6399;30;3215;676;1179;18287;109;3817;6196;7299;9294;9147;63;3412;4959;18979;8519;13078;13918;833;577,11.14644389318716
1333,4910;15923;155;15952;513;10224;10468;71;895;2637;2026;8539;7842;2298;6192;8757;12479;5910;14136;714;9010;2069;13001;301;17165;1658;16916;3499;755;10744;1073;8869;9510;3286;3434;315;17775;13248;1616;5711,11.449791090478932
1335,16153;10050;2768;5410;2985;4335;15863;155;3983;642;4354;496;324;15499;320;16609;7269;14662;16692,12.666781330418882
1336,13800;3170;526;12975;5291;161;12301;1762;13016;4612;15029;17315;17657;8194;5141;295;2508;5252;4;52;3192;4731;1171;770;17989;3682;4648;13976;17252;12887;1183;11412;290;988;2201;18204;216;16410,19.36209648439779
1339,616;10366;17826;10208;17659;5487;4248;6592;82;11;5756;295;2980;17729;18287;3529;297;17986;9232;1696;310;160;9384;10074;1454;11629;4208;6044;6585,10.424314294656043
1340,351;680;12887;7561;3037;1940;2189;8214;4556;12968;6799;177;9312;364;3557;16705;17998;13944;12636;152;3262;4068;85;17533;12373;3968;2188;2274;13650;3631;17885;3140;3288;708;8025;17437;16390;9886;18335;10760;4304;395,19.1646516471071
1341,490;2117;2973;3923;1196;2400;3000;4247;263;1140;6703;420;16580;9817;1477;4050;9204;46;53;1649;818;14417;7006;16728;529;2201;12459;2412;62;3207;6732;6878;12896;14057;82;2370;9656;6982;16937;9270;7465;9924;1062;8752;15787;4204;112;17027;18874;16851;18678;9885;3302;12781;11160;2736;9208;15148;896;7090;800;6191;0;10413;3821;18171;13677;5901;579;7300,11.201127929100803
1366,6654;7072;2047;970;5430;2879;4695;1926;9477;223;9684;4687;17426;7747;2702;16145;8725;15110;586;684;611;6066;849;13927;4153;53;3067;91;5219;16404;17956;8718;11646;3156;1582;2361;1512;1182;9172;3859;16941;14220;3383;12406;17;72;83;5162;8001;5847;2054;8790;16137;1112;4615;11823,18.819194429523215
1369,4459;11925;595;1404;11596;3372;18312;173;17322;5572;525;7766;17679;15344;12737;8361;5267;9717;1329;1457;9835;400,12.990398367810865
1372,1592;12546;9346;96;241;10828;17790;14374;12150;10228;1749;1732;11185;8023;6608;16038;7913;3236;2835;6129;1574;7612;11941;6582;1068;1506;104;76;7214,17.434249966114074
1373,1424;18397;8956;3555;16234;1494;14838;15550;16427;234;12281;266;14408;878;116;14898;70;15676;7945;1680;2218;496;3254;430;4657;17051;990;13528;4771;8071;14023;14732;799;2;559;17562;52;5122;9136;11944;5461;6559;9321;9143;2351;17578;710;1697;10373;6869;11815;18350;11837;3;3358;3897;428;2381;169;137;8405;7738;7763;8988;278;247;15696;12757;6605;16220;6657;13184;7974;13410,11.201634324861114
1378,4649;14170;8762;18099;323;5505;9511;1385;1062;8004;4050;965;5367;5946;11;12307;1049;13427;1712;6049;5240;168;1725;7295;2929;3667;2768;58;3913;488;15513;1073;1663;9302;352;1322;13841;3539;4228;241;0;6235;202;7456;10276;3458;16929;6735;753;650;9527,16.338109003182346
1379,4071;1217;924;4220;14890;7392;1597;2324;46;619;17004;103;17915;6663,11.568479587433892
1381,12337;12418;1856;4309;16207;2799;936;12407;6152;15878;5435;13830;3552;15067;6078;6694;13536;6660;1907;8876;17579;8528;7055;1528,11.895049826279255
1386,17480;11489;9;4361;458;5928;8806;8627;8204;332;40;5669;1466;971;92;2908;12339;291;431;17952;338;10427;62;1664;8235;232;13593;8616;13139;8112;18353;18765;98;128;697;3774;1308;1091;1113;11;2036;84;3209;11168;1236;15897;1917;5115;12850;2277;6169;14209;12042;3961;390;2331,12.189141517066322
1394,77;13;7324;2467;5003;281;2976;4774;9514;780;6839;4843;15457;8255;283;4580;273;482;4381;3348;14220;1592;18565,19.661432367214672
1399,8926;1505;14168;10274;4757;11122;3154;18843;469;12877;191;18336;16327;17463;61;974;2027;245;5055;9485;7031;64;353;4024;2117;5450;18010;7984;17091;6995;668;18104;18204;6671;14196;3336;1959;2852;8655;3873;18343;12048;2975;584;316;394;3487;2751;536;789;11306,15.146295047991206
1401,6747;7738;10907;14147;612;1438;2242;5134;10014;3320;2064;185;14240;10520;13945;25;8215;11564;137;725;8325;2700;15473;618;4016;9256;13576;11916;2204;2455;13931;2466;5111;7071;2763;4940;10300;16981;14221;10278;447;15701;5302;1185;12041;5486;903,19.47141188266797
1409,3196;481;3333;98;2591;11217;9704;14893;13390;818;11441;3399;1656;193;368;1570;388;1838;6360;4231;18488;1024;12783;17666;8603;7117;3243;4370;554;1875;10379;8044;12401;382;21;15427;10642;298;11124;12135;16255;11525;6124;14553;16818;630;419;761;8226;787;7214;18590;7033;28;487;911;13768;16620;10847;11060;3174;142;17932;11538;2634;2429;4439;1965;3088;11322;6304,18.33382468938764
1410,7800;18334;14787;542;9868;10909;17034;18796;681;2824;284;6695;6133;1104;4698;3079;15658;11088;3067;562;469,15.971647255935107
1414,2952;8406;6166;7974;5811;7416;13342;14743;2511;16187;4586;442;2207;4381;2809;12589;11987;8517;1808;1601;6775;9060;6647;2248;7556;4762;1510;5752;8822;3537;14608;7517;1460;727;7942;7541;2266;4423;2973;14358;14354;10346;183;3881;8415;227;1364;379;1026;9676;100;5860;560;4894,18.808916095499438
1415,810;1139;761;13757;2632;9346;6095;1114;245;756;4832;2476;328;1257;1431;277;6747;190;541;4653;12109;6110;540;349;4118;49;794;2881;410;540;1155;16259;466;1296;16831;12773;1233;1835;404;1705;228;10309;635;383;7690;348;11692;6042;11649;137;13222;18474;8524;14635;469;680;5516;214;4355,12.39402267897557
1416,8562;338;1663;16692;7968;6492;2196;19;7242;1972;752;330;17071;18234;15624;1735;17930;3683;115;4285;11682;228;858;2248;4576;1006;1148;700;18163;15383;1186;9151;11;6009,13.811782928030716
1420,5760;2422;1066;14755;675;401;11603;2738;124;1309;17996;17454;15733;10048;3938;12610;6035;8517;8366;9000;162;18013;1396;8871;10198;2206;2187;6038;4610;10240;8167;5091;13463;10314;2666;1948;3274;3665;1001;4672;11669;16528;455;983;14744;199;5164;254;1934;14461;1272;4751;15830;484,15.233324314217635
1424,623;5721;2860;3472;56;113;146;596;11557;10914;837;17937;16523;68;14695;67;12898;2432;5084;165;2383;4778;13576;8296;11781;354;1117;3374;2582;5087;1927;6063;2970;4094;5192;10087,19.03548998381796
1427,12243;3284;277;468;18527;4595;1699;262;5806;6981;15615;7672;1737;4060;5067;10522;10354;3191;2440;9008;9098;4935;2155;3564;17794;12530;419;6704;6747;1195;9367;7634;10537;9267;8708;2787;124;9935;55;420,11.462529404179522
1429,212;9700;7132;760;648;2537;6899;11182;1845;4368;176;12994;4847;527;12723;11170;4874;7790;7045;590;6647;15537;13864;3841;5050;100;2471,17.139449178411468
1431,12173;10903;3515;5655;17246;18525;4315;5;18689;3554;7721;44;7527;5468;296;501;6699;18476;2288;1701;13094;1871;258;15448;13280;39;12462;53;2769;5739;5028;2059;142;1350;15329;7647;477;10258;2839;8397;12424;12863;6987;8271;12575;6057;13647;15712;1781;2;33;8831;3649;9194;14343,16.050734218896153
1436,572;10985;2142;1980;3763;1016;3601;13651;9249;131;3917;17781;123;9997;2395;16209;850;11289;1356;4939;87;2016;17941;17536;16008;5915;102;12682;12684;15040;7857;1786;5114;5691;4686;13466;3846;6894;16705;102;3;400;7597;4898;1712;1128;451;175;9374;14912;6290;9248;14647;18165;2291;5878;6566;2694;7407;662;9340;18385;2923;2777;17036;5419;12818;5385;11313;238;2583;8237;9318,15.07385050848476
1447,2383;9602;14;1568;16853;2256;7236;522;654;3440;1950;243;323;7630;5553;14288;17379;6206;46;8727;18465;6;556;10712;5063;3077;9173;1742;133;54;2614;6728;4091;16075;6420;941;630;5656;10259;3208;2457;731,18.66830447520501
1453,17467;929;7879;12190;7170;13565;578;17800;4018;886;18973;15;3542;8727;4890;10045;1273;1045;83;6013;991;3198;9447;3072;1260;13757;5789;987;4009;14076;977;13800;3427;4970;4524;3001;9440;18866;361;1656;1001;3024;2092;9249,13.90983355122711
1456,1232;4226;16557;55;16261;7304;14701;15154;3386;17069;10967;1224;11820;175;2051,15.63810087657921
1457,18158;947;568;5769;13835;5395;11782;8613;10096;3439;12197;2772;14100;9938;12973;1646;15090;9503;5350;3049;552;15690;18431;11575;5346;1067;714;1276;10770;14862;5167;1513;1624;2142;1038;321;17398;2217;14965;3712;1789;935;405;17078;6349;9964,10.394561597957896
1458,5934;254;2154;381;9452;18853;14708;10506;2181;57;9759;9880;12952;14075;14650;325;15530;16312;841;4735;12643;289;2285,17.54929203899161
1461,5353;1535;5748;7962;18229;4060;6469;5770;7070;6648;14053;881;53;8463;218;14747;8603;7659;1394;1674;3956;8432;778;272;6565;1604;327;924;5410;14711;5457;1390,12.625542194152075
1462,7392;60;8915;5770;1237;758;16092;8188;16843;7171;2790;11599;15586;1646;12425;372;4597;59;8039;8534;195,19.335617621260745
1463,3768;408;17837;1230;17394;7818;2963;17757;409;5619;18811;148;435;2842;9277;14626;12664;12775;10550;15625;3285;11419;11942;1619;3404;11516;6455;1056;3781;1334;1192;11736;4099;12913;14215;168;8383;18415;6939;5948;2180;4613;10964;2218;3913;5476;6971;1487;169;1649;12862;16850;1362;1866;5279;8131;6924;242,11.379071196840382
1476,8700;5628;12160;177;5474;2239;3280;6134;17806;5051;2593;1465;9367;16695;17408;16316;7856;12232;16040;3549;10682;17096;10125;819;12099;1983;2613;3568;9787;1887;1288;10330;114;15739;98;3652;5111;15189;9055;9428;822;119;13269;12205;14109;482;757;1715;32;20;5461;868;11351;4690;3111;6203;6438;195;8930,15.090871105922588
1479,2059;1414;16637;5929;4610;7534;4238;114;68;1538;9358;10871;17312;3037;10203;3012;269;1463;15921;5981;4745;2464;2762;16277;11525;5487;83;9611;17235;7010;4868;11275;7523;8037;2854;15708;6059;7732;8682;1838;10990;16632;11904;16361;12194;9422;15647;1999;15942;3637;637;534,18.18121506185694
1488,3949;13861;5099;7754;127;89;12;10694;10442;1594;1147;3606;6242;13369;2345;2598;3073;2494;16906;3876;10579;3810;15325;685;191;1643;8003;6036;2987;8528;1515;9334;368;2840;1400;7310;9823;1732;4561;3264;17880;10393;8812,10.431607434028892
1489,7629;15118;8865;3820;12774;290;9269;18138;14105;289;3077;12953;4699;7592;706;2664;5672;7174;12000;13420;93;15141;7784;4051;490,14.050726431459893
1492,1004;2583;7023;85;17117;2617;13822;2888;59;1543;11287;5235;15562;11875;5799,13.379257544353159
1493,6323;5735;6092;4064;14447;7836;2663;4114;1882;9173;16994;14208;8656;1173;7220;1803;11791;5467;14010;6576;7067;2273;2704;17639,19.487358259499167
1494,2136;12160;3514;10650;13461;4106;418;155;15257;58;13429;8732;8889,14.989202262623323
1495,4461;2228;5351;761;2301;3616;290;5223;14499;2705;4042;9978;889;1464;3528;1803;3016;3838;14;374;14633;99;5909;8128;5181;17543;13371;1401;2021;11239;496;3158;580;86;1231;17832;3401;575;1471;11038;6085;6204;9516;2315;85;1098;2898,13.000739413922378
1498,123;28;566;480;3001;72;5260;18282;1293;5427;8320;15313;13900;5802;129;10730;347;14169;40;5417;14874;14758;10902;9509;6487;598;477,13.493299093445735
1502,1371;3880;1712;8672;643;8727;2221;8595;10676;9730;3075;707;8974;754;8258;11252;863;24;6190;2626;8953;190;12190;837;10655;265;12882;14573;1165;8443;16933;4492;12498;647;7623;1843;17961;10453;86;18072;2289;12450;4132;5032;606;1184;1614;140;620;2126;5260;5361;16675;16879;10484,11.745838826609406
1504,745;947;4431;5921;17211;16358;14690;4370;6389;251;5647;1001;2071;1562;14559;2019;91;76;318;620;4260;18218;3908;12565;2210;2044;741;11331;11217;14815;2385,14.568121633059917
1506,1773;90;4770;141;7983;13587;1027;17483;4035;3890;15260;10976;9745;2796;17635;569;1359;3832;1113;3968;6078;17832;12333;8584;5946;1296;12704;16635;2609;4989;15966,19.087564196308776
1508,4366;9065;11107;2936;2402;4449;5312;53;845;239;136;10462;10847;5607;5167;1060;4402;3904;4104;2036;2116;14047;37;1619,14.490573233828066
1517,4450;132;120;1314;4596;2833;4724;10951;9950;2856;478;6222;13689;168;2693;2267;316;5600;4544;208;8563;5849;1007;18821;6761;4752;462;16613;14811;171;9272;17169;1373;8143,19.6266555328894
1520,3609;7258;860;2095;9070;7749;144;50;454;15737;1688;6051;1818;14165;10055;289;6270;1617;4717;13971;17418;6569;18827;51;712;2076;10758;6797;11247,10.857282123443285
1523,7357;15574;12582;27;1496;273;4467;1094;4858;454;81;2515;22;13827;12132;4951;848;4372;10253;998;3664;18399;3763;15214;5101;16052;18777;13336;5763;1892;8869;5393;55;2300;16169,14.784898688034477
1527,11800;1709;18300;4826;892;6559;7165;51;4395;9028;18912;9216;16660;14942;6202;2307;549;2446;891;18843;5815;15014;13129;12725;17043;16693;1157;1003;16497;2956;5949;17726;1637;5206;4834;738;4623;131;3040;4162;7295;2613;51;6346;810;12644;4206;4161,14.7652496751008
1528,17318;263;18144;9115;2251;228;98;16135;2457;12423;3528;2317;3707;5351;2449;16541;7743;1153;8256;4322;15180;4068;5278;6113;18490;218;358;9126;11343;16722;221;12777;6829;2310;8909;11688;1428;9732;168;12939;466;13937;14181;2166;2245;170;1834;1630;1710;833;8765;5862;2330;17531;93;1504;2193;13314;800;357;1363;275;7101;15977;13278;15158;7881;7130;3500;7649,19.475324668396844
1529,1997;724;3095;228;10240;13473;14435;2803;2884;7395;469;8442;766;13970;903;2107;6404;14345;6;5388;4341;9722;99;14331;4642;2810;2189;5071;3720;15981;18935;5318;11787;3635;14341;15124;14197;6386;301;3614;7805;93;8450;2203;3369;4322;554;2289;416;2694;2798;7718;4857;9835;1922;634;5721;18012;6861;286;15957;1928;134;71;464;11184;7421;9931,12.428273175449606
1530,12894;13006;1589;2842;720;13012;2851;3364;8281;3166;5561;456;8539;15768;91;7822;629;18906;2397;6589;879;17916;9005;13317;7502;3759;17895;11061;561;10007;17040;5807;601;1837;5053;10992,15.088134215617373
1533,1578;15736;12648;15787;3036;5067;6921;15329;350;12498;7932;453;1062;439;7505;199;16622;14468;13525,17.791014169669964
1534,2207;2699;7995;892;4808;770;1098;1536;8704;3257;1015;7470;446;10147;1854;1835;18242;133;14880;114;101;355;9222;11224;735;12850;3159;2227;17795;859;15144;15261;18750;876;9856;329;11855;16421,14.238894856158062
1538,5567;10337;1907;3412;2402;563;18585;12392;6244;9337;6732;4162;10365;9633;408;15673;11673;3477;1144;805;4067;12587;6019;274;2867;3009;2478;13339;12916;14435;960,12.6781417974026
1543,10203;388;3076;126;7334;1991;6969;9882;10557;1032;10086;14638;13308;11414;7767;4444;839;53;135;527;5709;11440;2040;491;1041;8932;16322;9970;2488;411;3796,18.88384032458482
1545,15661;5556;678;10914;7656;3355;7303;532;4128;106;6380;419;18802;10606;2199;95;58;15730;4354;16907;3943;1990;4327;2190;12369;12550;10789;1383;13725;1066,11.951064708387623
1552,4044;12619;1334;1911;73;8440;1103;17854;376;3794;18540;3891;8261;15424;735;7963;5663;7592;504;13841;18909;2433;5;7461;13602;460;9886;1666;10421;4719;2055;246;16052;4356;13875;2450;77;11641;3091;1416;15041;162;4930;12168;520;11700;1499;4032;170;1394;6724;5326;15659;14816;206;12731;1263;2500;9083,15.819443245262333
1563,196;4461;9685;3580;218;9625;3377;8565;1205;90;1954;192;8134;7465;123;4765;107;18338;7774;8310;164;1457;17921;11810;12123;16290;406,15.663066901213512
1566,729;2658;14503;2426;934;333;6809;122;7148;723;16427;2;5842;10352;892;6631;1481;664;1520;10177;13980;16307;1438;49;325;13510;4830;685;13359;4788;2278,18.720872010948824
1567,10438;2564;1037;8644;15676;971;3788;462;11576;962;4959;14085;124;10857;13319;7947;7710;14826;18437;2132,10.101149427667679
1570,442;13262;6555;14474;6362;588;6889;3216;10480;14644;15446;4051;100;9920;3612;3345;4204;3188;1675;3605;667;7446;7883;4603;8250;4299;18286;18025;1183,10.079580369485893
1572,9595;5026;16383;644;1481;261;2427;994;1176;6218;1886;5607;2629;282;85;6856;12761;592;111;13916;7107;5039;51;388;12938;4274;18768;12454;12;1483;1023;137;6046;19;143;4494;182;105;179,10.010148143391898
1573,1430;6508;523;9441;15905;1952;3817;13825;2288;16582;252;2404;8333;163;9916;10376;10731;5189;197;17354;7929;4173;15908;9191;130;3123;8040;15707;236;5494;13303;16034;18884;5668;1830;8156;142;9879;1782;5274;3546;6977;6756;1748;8183;1539;590;477;1246;14895;14239;7017;3290;1813;1938;1584;2036;7852;411;14668;2283;17299,17.661055978210864
1575,994;7238;11510;211;212;2969;204;274;17902;2161;5314;5966;816;241;9022;1842;460;11536;13327;4960;623;12855;319;2695;2073;13071;274;2092;15;533;7756;4812;6493;5733,13.883965006788632
1581,184;605;3689;14183;18519;14651;8046;18730;1430;234;4430;1272;16960;12462;416;10888;4121;16713;7382;4524;30;3681;7399;2969;2292;8437;9875;4160;1153;107;16374;5172;51;6339;4380;2228;42;12214;4296;39;16180;6488;5284;9462;6416;722;2135;18823;4251;1024;120;14735;8087;293;59;18045;9662;1237;758;8414;39;11104;16918;10481;294;6404;510;7845;9496;387;13844;12579;197;246;18480;958;2059;13976;10628;2851;11923;4813;3970;633;15965,13.736473212885352
1587,15800;2359;593;309;9773;120;3671;13203;1624;300;659;14090;5303;807;7994;16700;163;3411;1006;4026;638;10626;7442;14520;215;15936;1234;10558;3158;4189;2471;18226;10933;10032;544;3554;11628,18.04429462232998
1588,2376;11090;3818;10608;10949;118;11152;2553;4205;2042;5774;1823;8350;4850;3398;2402;292;51;12608;8519;4023;10957;15531;163;8866;71;2719;4864;1339;2907;6478;9579;91;12970;15958;4872;1918;3903;2624;1381;5019;811;7835;6779;10769;17281;8735,18.958255100776682
1592,15999;16527;7179;15415;88;22;11793;4499;494;1662;1665;14097;3713;12933;148;231;16698;678;1290;1297;6133;9857;1215;973;1385;720;16927;7272;2563;10123;1366;4869;2920;8944;1285;4521;52;13891;5123;2769;2545;20;8273;10209;10988;4725;12462;5067;41;3862,16.985146258590817
1595,165;7215;4837;3936;86;16638;11228;18670;4822;1526;14592;114;6520;17226;16;2782;2325;6757;14759;3700;262;687;6692;13244;5409;16248;9789;5894;8594;425;66;3608;11468;201;860;1307;1152;7025,18.576390115931034
1602,1526;3435;11187;4986;6172;7623;9622;16170;12393;17021;17260;837;830;11339;11236;12172;8617;18068;18522;5716;11757;6114;5667;5893,13.048772955145045
1604,12813;5951;3487;2132;15045;857;9114;2680;9986;31;11478;10494;110;4120;16297;7392;11853;12562;3441;989;18252;5582;1771;12559;3812;14937;10688;2555;2360;7378;10196;976;2914;4944;9955;4073;8083;264;9174;15831;2655;86;15480;1730,12.39658257131186
1609,12896;7681;9460;2974;12774;11038;4174;13673;288;13;183;7464;8052;15392;6298;14561;1833;17443;605;4912;133;4489;10385;13959,15.17403124177765
1612,5434;10083;7434;13254;7881;146;17655;1757;6113;8587;3778;17575;1366;914;6498;4384;141;5462;10521;7200;3514,18.28695564921871
1619,3623;7092;6468;13513;16805;17969;1985;7099;7679;2416;4827;18399;4608;2370;7015;1728;4136;12288;6445;12805;708;3912;144;3782;7591;11098;15259;1183;8254;4264;6221;3805;567;8375;988;5470;515;15079;5695;1074;16967;2195;404;14165;7135;9525;8234;14933;47;93;1982;14399;250;167;10007;1089;9647;1328;856;1394;2791;594;13492;14313;8522;14315;510;17382;6985;3649;8769;2422;3479;3397;18465;3278;14488;4030,10.543889570811078
