edge_nodes,edge_id,random_value
0;3;132;4;10;17;13202;20;21;176;51;15548;24124;73;721;353;103;2290;638,24079,7.38799101493501
130;5;6;7;12;13;15;22;46;48;49;12089;68;6472;713;5715;85;86;10845,12044,1.9326860223747488
129;1;12;2574;4622;15;18;2579;19;164;46;49;945;52;695;55;63;194;210;6749,6704,3.422887721625194
64;5;11;748;14;16;178;946;52;53;21;407;55;51;84;829;158;6815,6770,4.523711114648182
0;3;4;10;11;12;14;17;19;1045;21;2455;2340;48;52;60;64;68;83;86;865,2410,4.410643856055732
0;1;5;10;138;11;13;18;19;20;22;64;65;66;19014;8402;12886;5090;110;10483,18969,7.1259155005019625
65;66;8;137;328;12;1486;206;145;20;22;56;3609;13274;11611;190;62,13229,3.0635052491948676
4;5;14;16;18;19;153;46;50;55;58;63;69;81;87;11351;94;223;2143,11306,4.050817188348274
4;13062;7;520;11;13;16;22;280;46;50;1332;55;65;71;331;604;7007;22757;28917,28872,2.0190381459158537
1;4;5;69;550;8;1001;6374;1486;14;3312;84;569;314;2971;2109,6329,5.510564349099274
129;3;7;12;272;17;540;292;2602;555;48;21296;55;3655;6476;731;1116;3554;126,21251,6.050610398423214
0;130;6539;12;14;16;20;22;538;48;2483;55;60;63;7119;94;96;14184;125,14139,4.406539078855541
98;100;70;2407;72;9;11;1451;300;111;18;84;85;86;60;94,2362,4.879296163626174
1;2;5;6026;14;15;19;154;48;49;50;51;52;181;569;69;76;106;751,5981,8.251712740194627
708;5700;486;1000;2057;13;46;1486;15;17;80;19;116;21;437;51;760;348,5655,0.038679618627679435
7265;2;70;7;59;1035;13;6350;16;113;50;725;117;19097;58;13883;63,19052,0.4576405690069185
8736;65;131;644;103;10378;1900;396;15;3215;50;19;6194;21;22;56;314;2271,10333,6.447803382393862
1;4;5;7;11;16;21;22;151;55;63;71;715;2509;29391;3027;24671;624;4724;254;127,29346,7.704836222724615
0;770;14;20;21;22;1308;430;50;51;52;55;185;76;4429;82;5719;17115;3294;1380;2408;124,17070,1.518826855043448
1;2;3;4;6;7;8;523;16;18;19;22;14359;2218;22826;58;340;109;3438;244,22781,4.452989339571114
0;385;2;6;7;395;12;13;21;22;50;51;56;830;65;69;1480;1112;10725;1388;377;253,10680,4.717400044687255
10;13;527;16;17;18;20;1173;22;53;58;1724;60;2118;73;83;7136;500;117,7091,2.874895335235539
3974;10;15;28319;297;2738;51;60;2881;4930;5317;69;1223;11205;203;3796;85;24663;26713;362,28274,0.2324831850597131
129;1187;675;5;7;138;11;12;13;238;2860;109;850;50;12338;21;213;215,12293,3.651492749239098
3;136;4235;13;16;18;21;153;682;50;53;62;7105;70;968;95;110;113;126,7060,4.78323805655528
353;153;4;7;8;9;13;46;79;48;49;11920;375;5593;59;60;5213,11875,9.902085468334485
9;15;16;21;22;791;277;288;1451;46;51;53;55;58;69;71;2638;91;5348,5303,4.764352625521023
4;5;134;11;12;16;18;21;1564;170;46;431;50;56;62;12478;83;94;110,12433,3.1042048359531793
0;1;7;12;13;16;17;21;16415;164;48;49;51;1205;185;321;66;15186;87;94,16370,5.540653766413742
0;1272;1145;100;9;46;15;16;7125;22;1527;2744;55;346;92;61,7080,0.6370898441103101
6;395;13;20;288;169;5810;51;55;6587;1734;71;2889;468;85;106;756;29437;638,29392,7.057519463783893
1;5;7;19;149;22;21;154;680;4778;46;176;7473;308;53;56;60;64;26318;84;99;500,26273,8.729770536988434
1;2241;259;3;69;5;6;868;553;11622;13;14;15;50;84;3737;827,11577,7.50066903572693
257;3;11783;15;16;19;22;550;176;51;309;185;65;73;457;91;6236;229;230;1004;15853,15808,4.823194638910331
129;1;16;1042;18;20;26901;19;153;672;49;60;65;66;84;1113;861;1249;29427,29382,5.411944345067412
1;129;1539;3721;9;12;20;918;4633;6044;28582;15659;48;49;569;60;197;1349;69;198,28537,6.381894387361412
8;11;21771;13;16;17;1683;19094;158;2733;46;47;2098;52;65;460;3151;85;18007;369;126,21726,7.623748661937153
1;263;11;139;13;16;19;21;50;13494;56;63;71;72;457;16843;80;3544;4321;5225,16798,3.482752844210739
2;4;5;15;47;48;61;64;66;16712;73;85;1504;1253;1254;105;234;109;883,16667,2.789019379090915
65;2;3;7;105;9;334;17;658;84;117;21;26071;10424;5208;6973;94,26026,8.336099506462544
0;3;13573;29061;4493;25614;17;19;22;8355;50;53;569;64;69;28750;28136;375;510,29016,8.399003773028102
0;65;10018;3;18883;69;8;9;12;783;50;210;12980;6358;55;22;61;18975,18930,5.4968908786727235
0;1;9;11;13;29456;19218;18;22;50;1466;62;65;68;73;76;1102;8273;3436,29411,3.065073252850943
6;8;15;21;3869;549;1198;49;52;696;1339;190;25279;66;76;81;214;8540;97;103;233;379,25234,9.328267817892188
64;3;69;5;7;491;12;141;622;1649;50;19;81;472;10074;60;152,10029,8.185095736697134
153;4;5;105;9;715;12;173;204;719;18;50;52;53;249;60;94;6527,6482,2.9254417414553546
65;4196;229;555;12;47;241;50;49;25939;5781;55;94;154;477;126;63,25894,3.912423981801191
4;778;11;14;15;17;21;14626;174;52;63;65;85;6485;105;490;491;2940;126,14581,1.4410896955099128
64;418;8;12;8878;47;1136;239;978;51;84;21;5206;247;249;282;219;62,8833,9.01108915002224
1794;5;12;13;17;18;20;46;50;53;6586;1083;708;69;1225;334;87;2520;127,6541,1.1382128501478317
1;6;9;138;10;8848;19;20;21;22;561;177;51;69;80;84;85;485;367;504,8803,5.026203846514148
3361;19650;259;3;101;5;8;10571;47;16;49;177;882;86;376;860;94,19605,8.064475139109565
2;3;4;5;9;11;14;16;19;22;303;58;65;198;718;84;106;109;114,673,8.52857765907515
0;21505;290;6;71;9;874;10;26314;15789;14;47;218;18;20;21;121;9882,26269,8.499672413550721
4;9;781;14;21;51;54;55;1079;61;62;72;74;79;4693;2521;1001;6130;114;15861,15816,3.8243332880915304
1;2;7;137;4234;9;138;13;22;50;1717;54;956;14783;65;713;79;80;3026;609;113;757,14738,8.574633252727574
64;129;2;3172;4069;614;9;10;1451;46;14;60;5586;51;20;277;86;14364,14319,4.6518924484970725
2;4;5;70;1352;8;11;908;331;46;6094;20175;18;19;21;1694,20130,9.098879180202848
3;138;4368;17;21;2455;280;151;10659;49;51;7100;65;455;201;16841;344;11096;100,16796,6.564070333515467
0;3;7;8;10;12;14;16;19;414;55;62;63;69;70;4327;109;882;1783;3196,4282,0.15977679094126618
0;134;7;8;10;13;14;17;785;19;150;173;47;50;53;61;94;750;111,740,7.846232814384488
0;4;6;141;16;17;22;151;10276;51;52;60;65;69;85;1752;100;109;113,10231,0.5487088613493829
0;1;7;21;22;163;803;1832;49;50;2742;702;63;64;12480;69;6236;94;2423,12435,9.626326988380828
0;226;5;69;9;75;109;16;18;50;53;55;663;58;60,618,2.4539615857384134
3;131;7;12;16;17;1296;21;1433;46;50;51;52;9532;590;85;2906;24944;254;126;11006,24899,2.123573504284393
3;195;70;1030;200;9;10;5964;13;14;18;52;22;55;1334;94;60;12638,12593,5.999216743155316
0;10;18;19;21;22;153;3233;687;49;50;54;58;60;62;65;70;1492;4821;239,4776,1.7489849738276786
130;774;7;8;24072;14;20;3241;49;52;55;56;58;7741;16317;4174;85;215;6236;9461,24027,5.1528758221703335
9;267;12;13;14;11;21;150;48;51;58;60;62;63;4417;1730;73;75;991;99;357,4372,7.626367883661019
2;4;132;5;6;9;12;14;16;19;21;150;22;48;51;1096;985;114;247,1051,2.083724219790286
3;7;21065;11436;12;46;13;48;369;20;21;19031;56;90;1883;9468;3771;2846,21020,9.474753962606748
1;3;5;8;15;5406;3616;5284;1450;51;55;58;63;70;5968;4052;85;86;228;11877;2408,11832,4.590755544977824
0;1;1411;3;13;17;21;407;549;299;47;48;60;457;3916;3409;722;3687;9083,9038,2.2490512648759706
160;1;2;5828;4;70;12070;12;109;1330;1716;55;15961;1982;6201,15916,9.676687291632966
2;3;8;19;22;153;49;23219;55;58;959;67;71;72;82;83;85;235;366,23174,4.920335642882029
0;2;4;5;7;140;13;14;18;21;22;153;10658;46;47;49;54;56;70;80;1874;1912,10613,9.659375471831153
1;4;6;10;11;16;149;162;46;176;50;52;6713;12604;12995;71;5192;83;5720;94;490;760,12950,0.5274207337336734
289;9825;3;229;4262;263;8;72;266;170;12;15114;9785;49;20;21;313;9115,15069,7.951816732371698
0;259;4;5;133;8;9;10;16652;15;16;3988;20;46;47;50;55;65;229;377,16607,2.512403015875393
1;99;5478;11;12;174;2098;19;21;2645;11157;1468;893;62,11112,7.158412438586527
0;1;12706;2;4;5;811;3598;16;5425;50;19;116;214;278;28982;58;62,28937,8.72367796912367
7;9;11;12;15;274;19;21;22;11683;299;1323;46;50;1470;64;835;198;70;3052;121;125,11638,6.814609992301027
130;9;11;12;17;18;19;21;22;3613;173;49;52;1979;63;69;2888;601;614;1272,3568,2.328667543837776
0;321;449;8;588;13;46;48;17;2771;52;53;21;7095;60,7050,2.6788056252991357
0;4;5;647;10;139;13;8078;144;17;16;21;2198;1446;47;58;62;65;99;491;119,8033,9.63380596505462
3;9;12;14;15;149;3349;21;167;555;50;55;59;62;3793;84;2517;215;2420;119,3748,1.503718227236912
226;130;69;4390;5416;617;8;75;173;16;7376;50;19;52;6548;62;16670;63,16625,1.3480721975457621
1;2;3204;6;8;16;20;21;161;10022;300;49;50;53;2487;55;69;84;87;734;488;2293,9977,3.1681835761990227
1156;6;10631;13;14;16;19;20;290;172;46;49;50;7223;60;84;6357;6100;10330;126,10586,5.074129185354817
0;1024;5;9;138;10;6412;2448;16;21;150;164;553;1868;207;3281;84;2520;13025,12980,4.702872687292067
672;129;4;5;71;13;49;145;19;20;22;59;62;1247,1202,6.369228306238076
65;2;97;8397;14;16;497;18;19;50;53;9847;153,9802,2.517075284463315
2;16643;8;10;23691;12;547;297;46;6065;49;53;64;13893;712;1995;95;112;119,23646,1.17081370445126
1;6594;4;5;2087;10;11;4684;110;16;17;18;725;53;22;601;59;94,6549,2.385143702639213
2;4;8;11;12;15;16;19;22;46;50;58;60;3647;10946;194;75;16085;99,16040,8.508261541085535
0;2;3;5;9;10;46;49;18;19;53;22;55;63,18,8.426571146150197
5;8;9;10;25737;18;19;20;21;22;664;153;677;13370;60;463;82;339;1501;4731;125,25692,2.215164243323291
322;2;10;11;76;14;15;303;81;50;16;1006;158;702;63,961,3.639990666310806
1;161;3;2052;3558;775;8;3912;138;15469;623;17;114;21;22;58;1725,15424,2.8870227563932307
0;1249;2;99;230;70;9;5193;10797;14;2191;1330;50;500;185,10752,3.087156269519685
0;9088;4;6;7;10;17423;17;21;305;51;11449;64;65;69;2004;84;94;236;16493;127,17378,3.734027630103008
288;1;3;229;263;106;75;11;429;620;176;29904;20;117;1110;2487;124;63,29859,8.777013173728038
483;69;5;72;9;13483;12;14;18;4316;52;154;16284,16239,2.6649450731013227
928;65;64;3;4;11462;3209;15;657;17;16563;18;25330;22;215;91,25285,4.8350385242018366
5;6;10;12;16;17;18;19;1558;1560;3995;29482;47;19376;48;50;55;56;65;5827;110;111,29437,6.846285179415831
3;5;6;14728;10;12;18;22;3880;46;47;52;56;58;3260;11326;80;29011;3288;94;3572;381,28966,1.1704742613762675
3;4;517;5;12;14;15;16;17;18;21;22;414;48;50;185;189;63;319;65;322;70;226;113;114,472,0.3443266155445657
10755;1926;7;201;11;22060;13;12;46;48;49;21;2229;153;23965,23920,5.395763920855132
1;4;5;13;526;16;21;278;160;47;176;3892;22977;204;29005;1742;238;2161;4981,28960,0.07935506265461689
0;9;1937;2591;173;47;3762;15415;17217;1221;69;455;13904;83;87;601;355;618;17266,17221,0.38418274207284386
64;1;2;5442;0;69;7493;13578;12;13;15;48;25103;787;84;10398,25058,4.489021143423172
15040;1;2;196;69;4;1351;7243;365;17;10098;52;12789;213;55;56;2742;5371,14995,0.9660976008128963
69;1510;7527;170;11;12;77;558;14;16;17;114;46;788;85;94,7482,9.272401083851863
11520;4615;10;12;14;18;50;15669;56;58;60;70;3793;28754;8792;97;99;109;4605,28709,9.511038204966166
3;13;14;16;19;1053;6046;2087;17706;48;51;691;60;86;5978;1116;1128;1001;106;109;18549,18504,1.0776174216358425
1;3;4;5;6;14;400;18;14361;154;22684;294;50;58;11453;67;13130;850;371,22639,3.5843589366784654
2;292;73;10;9;76;13;49;19762;53;246;759;55;86,19717,6.430882859355826
4;5;14;11537;17;20;21;153;14751;160;49;51;59;60;63;843;6608;3289;480;16994;249,16949,1.5043895094555826
6;7;8;138;11;13;14;1807;5140;20;280;50;563;58;62;190;21957;70;8394;205;343,21912,4.131842243094952
0;4;5;777;12;13;16;17;21;22;154;46;52;63;65;71;1363;93;227,1318,6.690853836592333
0;129;4;6;11;13;15;17;273;18;21;156;1456;55;56;72;73;74;15052;82;3953,15007,0.9078862085549544
385;2;7;265;11;15;16;17;19;21;5545;58;60;3902;64;452;69;75;17368;7289;4221;126,17323,6.757706681583099
3;263;8;11;14;273;17;25362;20;1051;55;26430;1480;82;90;1759;867;106;759;9210,26385,9.19319501837162
0;129;2;6;9;14;20;21;536;49;27062;58;26303;69;71;847;80;94;106,27017,8.260224209967276
3;4;7;8;9;10;140;13;16;24977;14246;1449;7081;46;58;10830;84;469;602;477;501,24932,0.6405576115851563
1;2;3;4;7;76;845;14;623;60;49;18;82;1521;86;22;1083;13020,12975,7.375353001238983
0;3;4;6;10;11;139;13;146;20;49;563;53;64;69;6214;204;94;1375;236,6169,4.68409443361717
512;0;2;7;9;2571;17;22;153;941;1969;50;5170;56;58;82;342;15067;94,15022,1.596837590518858
18497;69;1446;70;7;10;190;47;82;19;11570;279;153;58;60;158,18452,1.2354738844114244
2;14343;7;12;142;1935;17;2834;20;409;173;308;1845;712;18892;3281;88;110;247,18847,6.530010561463287
384;1;226;1544;7883;79;18;19;84;85;22;55;153;58;124;62,7838,7.618056555146033
0;3;6;11;15;16;17;19;53;56;62;63;66;81;6737;99;229;103;117,6692,5.332193691703605
2;4;5;10;15;22;536;280;162;301;46;176;50;52;55;60;62;5709;80;634,5664,3.364996229126822
289;69;70;7;776;8;74;12;77;16;19;12340;246;1590;9048;90;2359;63,12295,4.787605361043675
0;6;7;13;19;22;166;47;49;50;51;58;62;830;6337;70;86;90;114;118,6292,5.622302053792449
8;16;18;20;21;150;4633;163;294;1198;50;59;61;29249;70;75;15322;91;16355,29204,1.3701851487165118
1;5;7;14;16;18;20;22;543;49;51;970;80;94;99;20965;109;238;23803,23758,3.307285008468601
1;15460;5;422;21899;13;2222;15;783;19630;18;3412;84;565;20;58;2591,21854,1.2652739760978937
3232;2;3;226;100;4;9;13;173;696;18;148;3957;951;280;58;60;28511,28466,1.4892597086883574
7;522;10;11;18;19;22;280;154;294;47;52;53;55;578;69;76;734;7162,7117,8.823884706551894
2;6;743;8;13;15;591;17;49;339;4432;21;53;55;4158,4387,1.8587225061457824
2305;67;1926;6;8;326;702;622;145;17010;308;21;1302;1399;119;509;94,16965,9.48320717205995
0;3;262;7;8;70;10;11;236;13;16;18;403;21,358,6.939608568754558
0;1282;3;4;931;5;1963;46;783;1294;11920;23796;21;22;154;6717,23751,2.4317930587802272
3;135;7;137;9;10;12;15;17;21;3106;49;314;29115;190;69;9286;82;213;8793;126,29070,2.059981072407525
129;4;4261;233;12;155;15;17;18;86;407;219;23836;343;63,23791,2.3857249907131495
3712;6432;2;9283;5;169;11;14;46;15;7665;51;20;85;86;214;154;830,9238,4.611174093870298
2;7;8;9;11;12;274;19;2338;49;4147;52;319;64;70;855;472;743;381,4102,1.469652152940304
2;11907;4;6;8;17;19;278;289;2724;5036;691;453;70;1102;1000;109;121;27772;7679,27727,3.9796303668384625
0;3;4;5;15;16;17;20;276;153;289;49;50;53;70;74;358;114;118,313,2.425246790158492
0;2;4;5;6;7;783;16;277;22;156;46;55;59;60;325;9804;618;8687;1278,9759,4.17752580033953
64;20355;69;134;71;8;744;13;622;15;14;563;22;345;666;603;60;1596,20310,9.852307743886099
0;5;8;9;13;15;16;18;675;46;51;52;58;315;10941;8517;72;468;86;219;478;610,10896,2.138290234002577
65;66;5;7723;109;14;79;46;16;49;80;20;16788;86;55;345,16743,1.4428381027514314
3;69;5;5798;488;490;139;108;8975;6640;369;18;16;17;21;22;86;61,8930,3.9826708639064865
0;616;201;362;138;12;11;622;81;1588;53;84;5911;55;153;94;2972;24094,24049,9.223726181547011
0;1;3;5;12;14;17;21;46;49;181;55;56;62;193;69;70;28648;117;11383,28603,3.811211227851955
3;1413;6533;8;9;16;18;20;22;278;5028;9514;49;691;1205;62;69;348;109;113;126,9469,1.4876096698503616
2;4;7417;6;7;9;141;527;16;19;213;21;7221;85;1113;18910;63,18865,7.16297907096137
0;8;12;13;909;46;50;53;55;58;60;64;65;1349;72;14289;626;371;117,14244,5.2712440640549785
19360;13762;66;164;70;9;10;4553;12;46;2224;50;19;3093;86,19315,6.43401302858848
0;100;25031;9;1740;12;13;14;17;178;49;52;117;22;21;1368;94,24986,0.23912191430485175
1;129;69;9;10;16;80;50;18;146;22;60;1310,1265,3.86486713539288
65;1;3;164;4;66;10;109;1518;46;49;6450;10993;21;55;87;1241;4604,10948,7.1774507677268975
290;3;4;249;7847;20811;16;49;17;19;51;22;55;152;153;762;3318;60,20766,1.2610779109322845
2;6;8;522;15;16;18;26783;4137;173;429;47;1974;56;65;66;340;7127;103;1000,26738,6.8486886548426025
64;65;2;3428;3211;12;783;369;209;51;18;21;310;55;56;27133;223,27088,7.567913777974363
13568;8;14;658;19;3603;21;22;7077;48;55;56;60;1110;1500;2664;109;111;500;375,13523,1.7309337541483827
0;4482;4;13;147;19;21;4265;13233;62;323;69;74;726;602;477;1640;236;125,13188,6.6594352025506005
704;353;1;6;10;76;12;111;48;18;21;55;58;63,659,8.43128934456307
3;6409;10;13968;17;402;913;53;309;58;60;27837;326;340;1113;3041;20850;1010;7669,27792,7.65355167716527
64;386;4;20036;70;6;73;173;15;18;51;2932;21;53;181;313;8506;12251,19991,1.1206608016281927
4;9;144;17;18;280;162;3112;10029;47;49;50;55;56;63;214;95;242;1150,9984,0.06749767986447996
2;9;11;657;21;22;407;17566;25004;1584;55;569;188;60;1853;74;82;342;9432;345;603;95,24959,7.681444961287969
0;1;899;5;8;14;19;2710;49;3505;53;61;832;65;70;457;79;85;86;94;100;18670,18625,3.405803635140444
3;7;12;141;15;8732;553;50;2099;692;1080;190;66;73;336;86;1751;219;91;94;247,8687,5.3822999924255885
0;129;64;3;71;8;615;588;493;12;17;19;20;725;53;86;85;14047,14002,7.5766816188795705
97;4;3114;10;11;46;14;48;49;50;47;20;22;280;249;58,3069,7.459480341720531
384;161;833;5;8263;3816;9;106;1676;140;526;15;16;180;21;85;60,8218,3.712361252210725
97;4674;100;5;9;7594;2510;303;528;4912;4977;2929;21;85;153;1275;509,7549,5.16248695252124
0;3;4451;69;6;8;12;13;46;16;17;2738;244;21;22;952;254,4406,5.752173261399893
0;3;4;6;9;779;20;15126;1817;540;59;18113;705;70;20814;84;2132;114;117,20769,7.733858654560609
65;1;2;4;5406;70;584;9;138;12;12941;14;16;62;10334;1343,12896,7.671063602990349
128;0;1;5;11;15;18;2194;21;409;63;65;69;12239;81;85;1237;88;26847;115;25851,26802,0.9345488454546258
129;226;161;21791;70;7080;14;15;19;20;52;85;55;377;1239;25885;63,25840,5.87084143580134
899;100;677;326;7;776;5415;9647;17;8337;84;22;58;26428;125;190,26383,2.210034117162929
8193;3;9;141;16;400;18;1299;4757;22;150;677;49;11955;55;75;2269;736;108,11910,2.117646234783055
2;3;198;10503;6;9;138;25446;13;237;190;53;4693;10167;91;60;2270,25401,3.360054698115497
2242;58;69;7;9;10;364;13;14;12;109;22;89;17274;94,17229,9.103014571519537
0;1;129;4;3333;69;7;8;9;5991;109;46;15;48;21;22;55;91,5946,0.1595095832651472
448;0;4;1349;7;8;4747;13;46;47;18;211;468;53;5397;94;1177;126,5352,6.071199264861539
65;3;58;69;551;11;15;145;146;7763;244;85;53;56;21337;90;3100,21292,6.312757030668554
0;130;3;676;131;6;550;8;46;16;18;149;22;21;55;59;4894;1471,4849,0.5688090576224913
0;7204;294;135;1033;11;2988;2190;15;16;1073;2318;19;20;403;246;55;314,7159,4.890724463176793
385;132;13;17;22;920;11805;291;1192;47;48;55;59;3157;86;991;224;2409;110,11760,5.086098723499722
2;3;8;9;11;12;13;14;1165;17;154;46;47;49;50;58;94;6653;6527,6608,1.551066542505043
384;129;3;4;5;6;11;141;49;18;81;55;88;153;125;3839,3794,4.8636476480369515
0;2;6;263;7;14;17;50;19;20;595;2450;697;442;91,2405,5.172314427292389
0;1;322;99;2;8;9;363;11;46;1902;144;16;432;21;55;376;62,1857,7.960116707345836
0;5;12;15;21;22;280;5034;173;687;12467;52;55;3771;62;12734;4547;339;14300;2682;767,14255,6.038128772166381
2;3;2948;3205;6;13;18;294;46;49;50;52;63;74;79;3026;2522;91;119;126,3160,3.7727207549423447
0;1472;66;4;5;7;16935;9;75;46;48;18;213;153;124;94,16890,6.299467488132249
7361;99;70;26504;9;10;6219;17037;15;16;2865;111;402;20;50;54;58,26459,4.903945827032709
4;774;8;21097;10;11;5904;49;17;2131;51;21;50;56;60,21052,7.8909350640495575
162;803;3;8741;7;553;11;172;13;46;14;50;18;693;5558;21813;1336;16027,21768,5.217131270748019
16387;4;10;12;14;17;3749;49;52;55;25792;65;19397;85;25687;22623;100;113;510;24447,25747,6.2146818288210115
0;2;3;130;5;11;13;14;18;281;47;51;60;190;1342;703;84;121;126,1297,6.071579667408536
0;3;7782;70;295;4683;13;7246;47;16;17;50;946;149;86;1049;60;94,7737,8.652175812974694
1;4;5;7;11;12;14;16;19;154;672;3490;173;51;53;5301;318;84;94;109,5256,6.70281645777481
0;1;129;5;6;8;138;11;12;14;18;20;21;154;923;49;50;58;65;103;249,878,2.784062442929388
2;6;137;138;13;14;17;18;21;280;409;162;46;9019;6237;99;233;13292;114;629,13247,4.784668143293771
0;4513;1;160;6;11;10797;2445;7855;19759;143;4688;114;19;49;20179;314;3005,20134,5.919527451895203
23712;65;1;8;680;301;13;47;16;49;48;19;21;58;5565,23667,7.404619185420035
321;65;66;1895;1804;109;46;110;48;114;83;19;371;22;20765;94;2751,20720,4.822559509234781
0;13;18;659;22;160;15010;4773;171;48;1718;55;59;573;319;3017;94;3171;112,14965,1.9120447916632655
2;3;4;262;6;10;14;20;1173;21;22;2971;686;51;56;1611;3408;97;3952,3907,6.155843403895872
3;6;4615;8;651;17;20;22;791;48;58;60;63;197;15316;2922;235;23150;111;3186;509,23105,2.9005438832112675
1;130;3;7;13;238;47;431;17;114;50;19;21;53;2510;62;2046,2465,8.891611247557814
0;2;99;3;5508;138;13;15;48;17;52;21;1910;311;58;60;61;2718,5463,2.845440870936055
1;258;132;9;12;1548;16;150;22;46;61;65;1740;82;357;488;2158;1135;1905;244;12405,12360,7.1464451806378735
5920;642;4;6;7;9;75;334;18;19;851;20;3063;8632;3383;190,8587,7.579004952233536
129;12452;2405;1574;15269;14;4784;17;50;18;21;22;62;826;94;63,15224,9.66986035998712
1;4;9;522;2570;12;13;15;16;19;20;13216;49;9402;69;725;471;16985;1502;2404;623,16940,6.591837699577035
224;0;5408;3235;4;294;8;695;522;17;18;631;247;7612;63;19679,19634,5.923697878816978
1;12;13;19;21;1174;792;294;55;190;65;450;66;340;91;223;362;109;16110,16065,2.1330369000747185
1;354;28002;5;6;7;9;138;11;652;18;10994;603;91;667;127,27957,2.263299688810707
65;2;17288;10;12;79;50;19;18;20;22;246;406;1883;12925;63,17243,1.10847055422707
8;9;11659;14;19;20;406;427;1452;48;50;951;58;61;705;6472;2259;5334;1368;244;121,11614,4.99290838805904
66;15270;487;10;139;332;205;109;8463;16;48;18;22;279;376;185,15225,5.299303467188679
10;138;11;12;19;17043;151;303;48;53;54;55;74;6605;82;84;85;11351;97;2045,16998,0.2723745944826328
0;642;1030;10;13;14;17;18;19;21;22;153;11678;561;185;60;3030;94;111,11633,0.5512691710266127
4;137;11;15;17;19;21;22;24344;46;13109;439;58;3134;2883;68;83;85;6142,24299,8.18516834588834
3202;4;5252;261;11;143;16;21;3095;19752;15019;176;55;59;841;85;86;7769;476;232,19707,3.4510813980654764
2;3;4;7;8;9;10;268;13;14;17;18;19;46;53;55;60;70;228;106,223,4.015287583145765
8288;99;197;11206;135;428;109;2733;14158;17;339;2004;597;20;153;59;60,14113,4.805969053523903
384;1;2;7;11;12;19;20;2198;150;6062;190;70;11207;210;1376;106;619;364;108;117;122,11162,1.8171436488937731
1;7;8;12;15;17;19;149;48;5168;57;60;7877;11205;94;1506;15846;108;369;113;1529;5371,15801,7.59021896357998
2;4;7;2057;9;13;14;16;19;22;2845;47;49;55;64;65;339;94;228,2800,9.202960173084726
64;1;66;416;132;6;7;13;14;1230;48;18;19;52;21;58;62,1185,8.74548234800028
9600;226;164;69;6;11685;680;9;294;58;17;18;2259;114;53;55;12346,12301,2.420809399199373
128;2;612;5;72;75;12;3115;46;49;114;19;1651;84;18;1078;152;63,3070,3.4106036959988884
9;13;14;15;16;146;19;20;21;46;48;49;55;2746;63;70;82;2770;100;627,2725,8.39866718894573
70;71;10;11;204;15;111;47;80;143;84;114;1878;2516;58;59;60;126,2471,9.261660889302604
1;4;7;8;15502;15;16;17;22;154;2864;310;55;8378;69;84;85;15203;109;125,15457,1.2242948165563161
64;2;163;5;6;775;8;75;11;12;16;17;18;114;20;84;891;60,846,3.5454548659725935
1;6;1417;10;143;16;19;23318;279;8988;163;47;2098;51;185;58;62;69;7508;94;11385,23273,6.505037825333013
2;834;6;584;201;11;555;4622;592;18;51;52;2583;14553;58;16414,16369,7.046381950353711
2;3;4;8;10;11;17;19;290;52;59;60;61;64;65;66;2116;4165;4311;13533;109;14322,14277,8.659491914164914
129;58;5;169;15215;5843;20;21;94;28986;60;62;1951,28941,9.359099711637247
1;3;4;325;70;7;5927;10;14;15;47;50;51;2069;5654;281;190;126,5882,6.128726215646116
1;4;69;421;7;8;521;76;13;15;16;20;55;185;58;12283;285,12238,0.5547686222610637
2721;8803;4;486;28713;21881;12;25517;80;19;85;4822;53;6872;21;474;62,28668,4.114634129393461
2;1285;8;9;11;12;13;17;19;20;162;53;569;314;456;469;85;86;94;10871,10826,2.576333833903975
0;3;4;69;5;22504;105;1098;109;16;17;10773;22;56;4313;58;60;61,22459,2.4144707051843204
0;1;7682;3;69;8;490;6989;46;14;48;16;49;19;11151;56;8476;8701,11106,7.583373462651853
1;3;8;9;13;16;21;1560;666;549;46;47;48;566;569;60;8126;70;76;343,8081,3.46163257796941
2;5;6;1804;524;2702;21009;19;20;21;179;52;55;63;191;66;214;88;114;1780;4981,20964,5.856324425635511
4;5;137;9;11;12304;18;21;3351;7455;2080;167;1707;5938;53;74;84;214;86;18399;9319;2933;126,18354,6.78575844341084
2;99;13060;69;70;7;8;549;10;49;17394;691;19;21;90,17349,8.58866659549763
737;65;2406;28139;4076;16;2962;824;1492;21;598;4181;10520;13946;60;94,28094,8.916314132336886
0;129;385;1;4;2;7;141;17;19;21;46;49;50;55;4158;210;106;109;11895,11850,0.648740135690945
2;10;13;16;22;164;24746;429;48;12337;51;52;55;60;62;65;85;88;90;363,24701,2.3332208034447333
160;2;355;66;5827;9;138;12;46;303;17;113;18;950;94;89;476;20126,20081,0.4273857492933675
1;99;5;6;71;11;109;46;48;849;2130;27060;21;119;985;5115,27015,9.651436170504935
0;3;9;11;145;18;20;22;9377;4386;7211;19373;47;48;49;11575;314;5311;223;97;100;102;109;629,19328,6.891242715090833
64;66;21252;5;70;3239;8;9;14252;46;15;2062;18;19;505;476;63,21207,5.10872067416193
1;3;18180;803;3140;10;204;141;14;15;3662;49;19151;53;58;509;94,19106,8.502368612241213
3746;226;707;4;166;9;138;809;3405;14;16;176;48;114;52;21;920;27931,27886,4.608785541454413
