id,source,target
9170,8749,7210
9171,2915,3655
9172,2796,6186
9173,5646,1413
9174,6323,8515
9175,3726,3761
9176,786,3398
9177,6450,4960
9178,6624,5360
9179,3144,8287
9180,7914,8047
9181,7282,1037
9182,6672,2701
9183,4390,5335
9184,208,472
9185,6002,5167
9186,2720,6809
9187,3686,3671
9188,1516,7242
9189,9777,4522
9190,1202,1226
9191,9889,964
9192,3820,8761
9193,5275,1421
9194,2216,7439
9195,9855,7129
9196,7012,2214
9197,3144,4340
9198,943,1942
9199,5311,5112
9200,9681,9950
9201,3494,6003
9202,7068,7244
9203,7426,4588
9204,1084,5725
9205,7857,6786
9206,8334,1351
9207,2752,4320
9208,1518,233
9209,9064,501
9210,381,4327
9211,2456,8204
9212,5813,5427
9213,8779,5153
9214,528,2604
9215,1505,3204
9216,9922,3688
9217,5025,9378
9218,1086,5016
9219,8084,3580
9220,1159,5929
9221,8427,8308
9222,5459,6143
9223,6787,8699
9224,4718,5084
9225,4218,271
9226,7556,9054
9227,5727,9607
9228,9718,1478
9229,5611,2867
9230,7803,7466
9231,8015,2280
9232,2643,7576
9233,6002,2188
9234,3984,8025
9235,503,5378
9236,5806,6257
9237,1806,9604
9238,520,2344
9239,7119,7459
9240,310,3172
9241,7616,2374
9242,1941,913
9243,8938,168
9244,4659,9344
9245,5099,1501
9246,2285,5627
9247,7391,4885
9248,5491,8138
9249,6206,7350
9250,520,9800
9251,9295,1609
9252,2807,8161
9253,8540,2528
9254,2915,1913
9255,4841,342
9256,6222,6388
9257,5988,9000
9258,5729,4394
9259,4651,7585
9260,5459,5392
9261,4322,695
9262,5671,603
9263,5781,9309
9264,8427,1595
9265,2502,5581
9266,952,6918
9267,3063,6683
9268,7276,1568
9269,952,8809
9270,1925,4928
9271,7156,6903
9272,1555,1402
9273,6178,7325
9274,8166,7838
9275,5246,7181
9276,6083,5873
9277,1712,1038
9278,1518,6578
9279,7521,9886
9280,9002,1090
9281,9792,3613
9282,8888,6813
9283,5963,2058
9284,5831,8433
9285,8610,3620
9286,3533,9530
9287,6386,5258
9288,4625,7617
9289,2284,1913
9290,7500,9951
9291,8043,9350
9292,1927,1846
9293,7061,1510
9294,8479,8148
9295,7911,1831
9296,5662,5108
9297,6769,2103
9298,9465,3110
9299,541,8708
9300,6222,2747
9301,3438,5361
9302,7354,199
9303,4072,6856
9304,9890,5374
9305,5188,1638
9306,1808,7935
9307,5594,5991
9308,6173,1452
9309,9615,8603
9310,5132,8301
9311,7290,6660
9312,8003,9033
9313,7500,8104
9314,8744,2644
9315,6059,472
9316,4473,6718
9317,1368,4609
9318,2796,1989
9319,936,8425
9320,4531,9529
9321,6176,6391
9322,1342,9780
9323,221,9602
9324,52,4638
9325,107,10
9326,8337,5023
9327,7214,4808
9328,2773,275
9329,2674,5881
9330,3784,3722
9331,2482,9790
9332,5577,4706
9333,6169,3605
9334,2909,6677
9335,8962,1221
9336,3875,1368
9337,5988,9343
9338,4473,4158
9339,8213,8520
9340,9664,4853
9341,4771,6154
9342,6762,7150
9343,5019,127
9344,5371,8846
9345,2049,9787
9346,6843,7569
9347,8424,6254
9348,2114,6372
9349,6136,4670
9350,7283,695
9351,7575,4151
9352,6036,8224
9353,2575,2920
9354,9848,8370
9355,1472,553
9356,4389,7449
9357,8761,2287
9358,2866,2894
9359,9338,4628
9360,4824,2851
9361,1645,9244
9362,9074,1715
9363,3655,7261
9364,9847,1966
9365,8610,7525
9366,3663,365
9367,393,8691
9368,2915,921
9369,8481,2743
9370,496,7667
9371,1626,7108
9372,6036,163
9373,5059,2493
9374,7844,1486
9375,8634,4594
9376,5527,1520
9377,3919,5793
9378,2482,4602
9379,9678,9334
9380,2408,1416
9381,1712,3560
9382,5352,2988
9383,8377,1683
9384,3153,9290
9385,182,8093
9386,519,8321
9387,1254,7536
9388,1024,8570
9389,9017,3307
9390,9527,7458
9391,3655,7971
9392,2049,6226
9393,7449,3054
9394,7190,1989
9395,2079,7789
9396,9644,8126
9397,6433,7112
9398,6222,8263
9399,15,2907
9400,2990,682
9401,9762,8650
9402,6229,3308
9403,6496,1460
9404,6765,6343
9405,6778,5506
9406,1970,5218
9407,6813,2781
9408,9934,837
9409,9646,2461
9410,1214,9794
9411,4083,9243
9412,9516,2978
9413,8501,1997
9414,2653,4517
9415,9893,5818
9416,6171,8366
9417,2109,3188
9418,2406,16
9419,4949,3380
9420,9366,3820
9421,2025,7096
9422,3863,2509
9423,1664,2084
9424,8474,8979
9425,6247,8187
9426,9366,6384
9427,331,824
9428,63,4177
9429,7881,8417
9430,3886,4167
9431,4112,4134
9432,5154,108
9433,7634,1011
9434,9349,3297
9435,6222,7932
9436,6126,3283
9437,9361,5661
9438,3483,2199
9439,9839,1048
9440,4871,9936
9441,7254,7622
9442,8590,5362
9443,4871,6259
9444,7746,8941
9445,731,7567
9446,3405,6170
9447,2824,7170
9448,1207,7475
9449,9478,1739
9450,4487,4386
9451,5950,1616
9452,2188,5572
9453,8976,659
9454,4871,4079
9455,6544,2393
9456,6369,4541
9457,4396,7860
9458,2718,1909
9459,433,5053
9460,8576,6598
9461,582,4400
9462,5154,7735
9463,144,5255
9464,5828,4928
9465,2915,362
9466,457,138
9467,9654,7097
9468,4549,1453
9469,4797,1797
9470,8493,9716
9471,2588,3500
9472,5026,7440
9473,3910,61
9474,5424,6483
9475,7468,6873
9476,8700,2709
9477,2408,9009
9478,9811,718
9479,2502,3374
9480,6838,4396
9481,3527,6951
9482,6561,4420
9483,6765,6405
9484,4935,4799
9485,5279,1943
9486,63,9482
9487,4185,8416
9488,3710,570
9489,5100,9557
9490,6892,7893
9491,3624,7387
9492,5535,1181
9493,5055,5131
9494,7945,8684
9495,1319,6130
9496,5099,5806
9497,407,2854
9498,3716,6808
9499,6384,8335
9500,629,224
9501,6729,7080
9502,9767,4822
9503,1555,5923
9504,7793,7513
9505,5828,6385
9506,6072,6552
9507,4841,3262
9508,2354,8862
9509,1210,6746
9510,5988,912
9511,6994,5274
9512,3138,6352
9513,9366,1300
9514,6265,1457
9515,8251,2143
9516,8336,2696
9517,7352,3660
9518,9366,2801
9519,6497,5394
9520,7191,9435
9521,3559,5173
9522,7391,2533
9523,643,7157
9524,7737,7299
9525,731,4306
9526,5972,4228
9527,7535,7104
9528,3000,5975
9529,3849,4225
9530,4562,214
9531,7456,6659
9532,6411,1562
9533,623,924
9534,9646,7722
9535,8427,819
9536,3062,7773
9537,3618,9802
9538,1980,4377
9539,7094,5616
9540,4299,2755
9541,6662,7293
9542,9110,1390
9543,4865,1496
9544,1505,6051
9545,9296,1664
9546,9366,4001
9547,8170,8826
9548,5594,9291
9549,6506,3529
9550,3313,7453
9551,2285,1742
9552,9504,6644
9553,7634,7533
9554,2610,2981
9555,1344,8177
9556,2411,9485
9557,8555,5567
9558,1686,6334
9559,5745,5174
9560,7101,5754
9561,490,3053
9562,6333,8281
9563,5813,1120
9564,1024,2201
9565,7544,3775
9566,630,723
9567,6388,6608
9568,5788,1230
9569,1040,5174
9570,9814,619
9571,3892,3801
9572,2209,5528
9573,6222,8249
9574,9124,8223
9575,9678,4622
9576,4402,2804
9577,2658,2538
9578,5014,1996
9579,1184,8834
9580,8377,7168
9581,5840,3830
9582,6796,6754
9583,9783,1417
9584,5697,4506
9585,9030,5768
9586,9932,4288
9587,5692,4176
9588,8720,2033
9589,8161,9399
9590,6319,7406
9591,1790,8611
9592,1957,3492
9593,2747,8900
9594,9767,2456
9595,2044,3860
9596,2435,1259
9597,5367,701
9598,3908,4157
9599,5724,9125
9600,220,814
9601,5923,1072
9602,8416,2705
9603,2130,4649
9604,5099,3789
9605,5459,7719
9606,5215,1451
9607,3533,9021
9608,5888,6437
9609,3088,5915
9610,1644,4139
9611,6222,6624
9612,8079,5139
9613,6203,5637
9614,1043,1227
9615,2285,9003
9616,5945,9425
9617,4023,2951
9618,8330,7759
9619,536,9745
9620,7528,5001
9621,2796,2524
9622,7201,6468
9623,4463,368
9624,9824,8840
9625,4396,5769
9626,5552,9790
9627,861,1983
9628,1182,1925
9629,9346,3544
9630,906,2917
9631,4505,3394
9632,5830,7448
9633,9889,7739
9634,3418,9241
9635,7575,6442
9636,943,4529
9637,6222,3563
9638,8043,6220
9639,1472,1979
9640,3512,5114
9641,5360,7433
9642,5032,9310
9643,180,5446
9644,4871,5028
9645,8084,7900
9646,4570,7936
9647,3764,3061
9648,866,1614
9649,8687,7357
9650,6519,6542
9651,2465,1178
9652,4638,8355
9653,6621,3030
9654,2796,3331
9655,362,2347
9656,5494,6283
9657,727,7627
9658,3094,6555
9659,1280,4640
9660,579,2680
9661,15,7699
9662,9005,5018
9663,8703,5317
9664,5831,4865
9665,6624,2541
9666,2820,8178
9667,6519,6266
9668,8687,23
9669,7377,9940
9670,249,3557
9671,241,9843
9672,3144,5055
9673,1264,8395
9674,528,5073
9675,4385,410
9676,3133,5694
9677,6126,6955
9678,15,1948
9679,7065,2588
9680,8200,8665
9681,9840,332
9682,3593,9806
9683,1411,3265
9684,7190,8037
9685,4145,1007
9686,4063,3340
9687,4396,7714
9688,9992,3765
9689,4864,3652
9690,4417,508
9691,5436,2492
9692,3014,7698
9693,2915,6093
9694,6036,8516
9695,7172,3732
9696,5594,3073
9697,4871,2284
9698,6126,2066
9699,5697,9518
9700,6222,9917
9701,1419,3443
9702,9091,5451
9703,2867,7838
9704,2674,9877
9705,983,1991
9706,2285,6246
9707,7330,6119
9708,2038,8362
9709,866,4378
9710,6271,9511
9711,2839,5285
9712,6222,4596
9713,3062,5261
9714,6388,6690
9715,7868,9252
9716,1954,5919
9717,5696,1186
9718,9955,4263
9719,305,6937
9720,4564,2818
9721,731,5611
9722,4427,2
9723,2609,8062
9724,3873,5032
9725,319,3840
9726,8634,3935
9727,8365,7246
9728,2720,9406
9729,761,2594
9730,362,9397
9731,4438,1764
9732,7422,5447
9733,7742,4068
9734,6624,627
9735,4152,5672
9736,8037,1190
9737,1502,9164
9738,5367,1383
9739,63,4192
9740,8257,6630
9741,276,7417
9742,575,5482
9743,63,1236
9744,9403,4560
9745,5055,7927
9746,2040,1267
9747,5137,6428
9748,2290,149
9749,2720,2227
9750,331,6386
9751,4993,1531
9752,2502,2410
9753,5273,2353
9754,3731,6261
9755,8211,1545
9756,3820,203
9757,305,8718
9758,8477,137
9759,1572,8387
9760,8808,8842
9761,5981,9576
9762,8871,5054
9763,1924,9967
9764,5572,2861
9765,8928,7708
9766,5790,2054
9767,1295,2617
9768,4463,2611
9769,9076,4303
9770,469,7214
9771,3284,8190
9772,7064,4199
9773,15,7233
9774,7793,6543
9775,15,5934
9776,7334,9111
9777,1257,7803
9778,6856,9341
9779,1555,804
9780,7143,3186
9781,309,8328
9782,8634,6215
9783,6164,10
9784,2869,6649
9785,1429,311
9786,3049,1776
9787,6222,1957
9788,5285,8434
9789,4691,1223
9790,7793,6533
9791,1132,4929
9792,1768,2986
9793,8940,9572
9794,2131,7358
9795,3340,1806
9796,1452,8362
9797,4635,1697
9798,5613,9802
9799,73,9662
9800,7730,1729
9801,8319,7831
9802,9494,5391
9803,731,1650
9804,6479,3973
9805,9917,8855
9806,1833,2493
9807,9366,2845
9808,5012,444
9809,9605,231
9810,8398,7084
9811,4050,8156
9812,7864,7785
9813,4341,8987
9814,837,7258
9815,6427,161
9816,6433,3709
9817,8378,1374
9818,9912,258
9819,4542,9985
9820,1707,5906
9821,9109,8620
9822,4662,9031
9823,8888,5303
9824,6073,1939
9825,8037,187
9826,1505,1924
9827,6556,6766
9828,3748,348
9829,6,6331
9830,916,5563
9831,2955,1050
9832,8073,463
9833,2283,971
9834,9678,7775
9835,7282,5207
9836,678,8732
9837,7173,4606
9838,8319,787
9839,614,1750
9840,8484,7126
9841,4881,9220
9842,3584,6892
9843,7127,635
9844,5611,859
9845,733,9167
9846,3527,6328
9847,4289,3602
9848,2402,6090
9849,3062,7116
9850,1573,9595
9851,2392,155
9852,3512,3133
9853,4285,5020
9854,6222,4118
9855,2796,8744
9856,7052,6771
9857,5436,2606
9858,4822,2836
9859,4824,8654
9860,5166,5386
9861,6022,7467
9862,1482,1186
9863,3802,2782
9864,8043,9743
9865,2368,2084
9866,7945,5052
9867,5964,8363
9868,9594,3481
9869,6501,6140
9870,6363,1876
9871,5073,2461
9872,8800,4908
9873,5459,226
9874,5498,9826
9875,331,3706
9876,9238,1563
9877,6409,118
9878,1473,8340
9879,3646,5380
9880,8832,7741
9881,6958,3657
9882,8846,1422
9883,867,4314
9884,1503,4578
9885,4540,2505
9886,6188,5761
9887,5600,9549
9888,2451,5453
9889,3450,732
9890,8429,6253
9891,9414,6782
9892,7751,7714
9893,9839,8355
9894,7263,1893
9895,5573,3944
9896,2935,7683
9897,2181,9395
9898,3947,8339
9899,1541,7928
9900,5738,3659
9901,337,6058
9902,3764,739
9903,6519,5262
9904,1249,3502
9905,5527,7300
9906,9630,2665
9907,9766,7696
9908,1379,42
9909,5758,4581
9910,9398,7485
9911,5714,6960
9912,442,3674
9913,9521,8183
9914,4108,436
9915,2584,3887
9916,9416,3884
9917,1456,9475
9918,9448,1432
9919,5813,1447
9920,21,9349
9921,6692,1784
9922,8986,5674
9923,8398,4395
9924,4388,537
9925,3003,4099
9926,7790,8621
9927,6065,9351
9928,2482,6173
9929,492,7580
9930,3504,3290
9931,786,8294
9932,6297,7951
9933,5124,6411
9934,63,3953
9935,305,5479
9936,1474,7618
9937,5421,3599
9938,3669,1163
9939,3946,5995
9940,2915,3436
9941,4080,5860
9942,9749,4532
9943,1214,4323
9944,9220,9090
9945,3245,6813
9946,5436,2560
9947,5831,6428
9948,4496,2483
9949,3191,3623
9950,4463,7599
9951,665,5974
9952,9982,2714
9953,2049,5996
9954,6684,3929
9955,8165,5387
9956,5412,6584
9957,115,5116
9958,6222,3406
9959,8539,3631
9960,390,9483
9961,3372,7052
9962,9665,5316
9963,4871,8330
9964,5132,1744
9965,6887,3401
9966,2593,1075
9967,3477,4140
9968,6644,1406
9969,5597,84
9970,7816,733
9971,8441,6996
9972,1728,203
9973,3032,1268
9974,2984,9914
9975,1127,8389
9976,2465,8393
9977,8433,3418
9978,3873,1235
9979,4777,9152
9980,5491,3792
9981,4547,778
9982,4549,5750
9983,2259,4515
9984,4816,3573
9985,7391,4711
9986,2915,2683
9987,2584,9142
9988,1016,4835
9989,7556,7254
9990,952,4065
9991,6672,2044
9992,1665,6874
9993,6525,2584
9994,9366,7510
9995,7301,1188
9996,1524,6707
9997,1002,8130
9998,7201,1917
9999,2181,9681
10000,8888,219
10001,5097,422
10002,9626,6974
10003,5164,9675
10004,6041,5465
10005,5790,2991
10006,3614,5244
10007,4653,1766
10008,2702,208
10009,1942,7185
10010,7917,3296
10011,6925,4374
10012,973,418
10013,2502,2523
10014,6089,8701
10015,5981,6013
10016,3875,2016
10017,7816,515
10018,5975,2008
10019,938,6818
10020,3473,5650
10021,724,748
10022,1549,3596
10023,8962,8585
10024,1184,3617
10025,2866,6546
10026,8337,7497
10027,7138,6969
10028,4108,774
10029,1207,6910
10030,6715,8686
10031,5215,281
10032,3748,7075
10033,9497,9698
10034,2807,1364
10035,3849,1066
10036,980,9998
10037,1344,3607
10038,7449,7703
10039,8282,5518
10040,669,357
10041,6419,613
10042,1186,5765
10043,3175,8078
10044,8134,8709
10045,8626,2612
10046,5006,3143
10047,3225,1488
10048,1672,6031
10049,643,7742
10050,3170,6016
10051,9398,3719
10052,4584,2707
10053,7074,8313
10054,8839,2945
10055,6427,2337
10056,8949,6554
10057,6912,6799
10058,7795,4348
10059,8084,1515
10060,5311,3494
10061,2049,1906
10062,2285,6298
10063,8749,9051
10064,7897,2009
10065,5424,3084
10066,521,8802
10067,3338,3190
10068,3388,6396
10069,2502,2659
10070,964,3617
10071,6847,2459
10072,9314,4312
10073,5214,5936
10074,3514,538
10075,866,5593
10076,8392,6069
10077,535,1102
10078,7562,6138
10079,4531,5364
10080,4683,4085
10081,309,1009
10082,2513,1291
10083,8771,4526
10084,2402,9625
10085,6222,509
10086,9241,1391
10087,5370,6503
10088,6252,3935
10089,331,1548
10090,6379,2526
10091,305,4442
10092,63,525
10093,9210,7047
10094,7198,1265
10095,5037,689
10096,7956,9135
10097,7773,4429
10098,896,240
10099,3200,2146
10100,5702,8788
10101,407,4037
10102,9139,1828
10103,8808,1691
10104,4383,5983
10105,3646,9872
10106,8550,1782
10107,1474,3070
10108,3245,1813
10109,2271,1801
10110,1555,737
10111,4206,6442
10112,3448,7031
10113,5971,6001
10114,8428,4838
10115,9419,2039
10116,6496,3312
10117,4549,6874
10118,123,1239
10119,6222,7232
10120,8363,9757
10121,6254,598
10122,8081,5811
10123,5830,7457
10124,6433,4220
10125,5123,7145
10126,5505,2871
10127,305,192
10128,3934,7544
10129,1043,6055
10130,6037,4495
10131,15,9533
10132,6556,7209
10133,2482,6829
10134,5133,8491
10135,4871,8170
10136,1752,7100
10137,8344,7443
10138,4680,1896
10139,1728,9065
10140,1644,6071
10141,9028,4327
10142,5484,6904
10143,2049,1
10144,15,584
10145,6074,4510
10146,6222,8356
10147,3908,5324
10148,6678,1809
10149,786,1338
10150,3052,719
10151,7910,8552
10152,238,7593
10153,9654,6049
10154,4055,5665
10155,469,6089
10156,7911,7894
10157,6264,3799
10158,5436,9825
10159,208,1543
10160,8664,9037
10161,8931,2908
10162,8207,7288
10163,83,8495
10164,3927,5258
10165,1150,3962
10166,2830,4531
10167,3220,1888
10168,2833,6658
10169,3027,7974
10170,9906,8012
10171,5613,2111
10172,6319,7980
10173,1191,9794
10174,3200,5643
10175,6036,9065
10176,9994,445
10177,9887,8160
10178,7127,3249
10179,4734,4395
10180,944,6549
10181,7868,946
10182,9449,8128
10183,7391,5523
10184,8111,3369
10185,1258,1254
10186,6365,73
10187,2548,6564
10188,305,711
10189,6222,4396
10190,727,4896
10191,8769,500
10192,8729,106
10193,6544,6241
10194,1547,6467
10195,3533,3680
10196,1942,2511
10197,9704,9929
10198,5728,2922
10199,731,8392
10200,7510,2358
10201,243,135
10202,3282,2732
10203,54,5417
10204,9417,3824
10205,4465,9249
10206,3062,9027
10207,5775,5906
10208,9676,7296
10209,2218,6186
10210,5671,661
10211,2977,4892
10212,452,6699
10213,765,3610
10214,5137,9672
10215,1434,9554
10216,7793,1335
10217,15,4278
10218,6285,5235
10219,3714,4480
10220,980,9296
10221,8169,2457
10222,2482,3841
10223,3416,7028
10224,3985,5187
10225,7119,5279
10226,5813,4889
10227,1048,8880
10228,9528,3227
10229,2328,2014
10230,8842,1980
10231,3342,892
10232,5001,7865
10233,1880,2379
10234,1524,2677
10235,2849,1763
10236,8180,5804
10237,5569,6044
10238,2465,8103
10239,6365,9490
10240,2776,9877
10241,2915,5175
10242,9237,1110
10243,7600,6347
10244,8344,9234
10245,6509,75
10246,1016,8064
10247,4241,9745
10248,2408,217
10249,9366,5266
10250,9123,1862
10251,2965,1726
10252,8684,8402
10253,8647,8948
10254,7441,7466
10255,4583,1584
10256,9625,9453
10257,4185,650
10258,3646,7106
10259,1871,1952
10260,3651,1945
10261,142,3996
10262,9339,190
10263,6479,8585
10264,5123,4421
10265,4871,884
10266,1169,9714
10267,3985,9587
10268,9074,4540
10269,5613,1017
10270,5311,4429
10271,6222,4691
10272,107,9903
10273,2285,9231
10274,612,2104
10275,5693,9712
10276,3686,8651
10277,543,2589
10278,7806,8657
10279,812,230
10280,8406,5851
10281,8349,8585
10282,5424,5171
10283,470,6440
10284,3437,1963
10285,3875,1962
10286,7192,2745
10287,5981,6354
10288,3270,8990
10289,4631,3902
10290,6604,9039
10291,4481,4349
10292,9553,6440
10293,9767,4816
10294,5920,5147
10295,9497,6682
10296,8848,6284
10297,6506,1670
10298,605,5232
10299,505,8632
10300,5165,8637
10301,5500,7652
10302,4930,8876
10303,4058,2899
10304,1186,535
10305,3833,6287
10306,4396,726
10307,8593,5740
10308,1176,3129
10309,6697,8641
10310,827,3161
10311,9067,9187
10312,2285,9889
10313,4072,2265
10314,3411,8976
10315,8667,4240
10316,2462,7154
10317,3461,7236
10318,15,1230
10319,3692,6063
10320,2540,4503
10321,5631,8039
10322,2408,7577
10323,7800,3151
10324,4782,9106
10325,3419,7343
10326,5081,2229
10327,8962,9104
10328,543,4805
10329,6983,5550
10330,5497,9772
10331,6482,4731
10332,503,3150
10333,6963,3663
10334,6511,1481
10335,9626,2968
10336,3711,8413
10337,8501,7596
10338,1646,5401
10339,2720,5095
10340,186,3681
10341,1646,5185
10342,7330,9136
10343,9366,1160
10344,2259,9117
10345,7282,5365
10346,63,3061
10347,7742,7855
10348,63,7421
10349,5187,4391
10350,4008,2520
10351,6222,3638
10352,9067,1550
10353,1647,4534
10354,4403,7531
10355,6190,1740
10356,4396,3995
10357,6061,3631
10358,528,3437
10359,9398,2131
10360,1207,2229
10361,575,1025
10362,528,3233
10363,8336,7679
10364,9484,7336
10365,8966,3517
10366,2661,8754
10367,4131,7786
10368,3450,1174
10369,4582,4656
10370,6365,3985
10371,7793,1966
10372,5236,7395
10373,5693,349
10374,3191,2817
10375,6741,9378
10376,1865,9226
10377,4794,2137
10378,1141,3637
10379,7468,3625
10380,8235,430
10381,5775,171
10382,1025,3612
10383,9928,7591
10384,6250,6252
10385,3062,164
10386,9366,1057
10387,21,6459
10388,309,6898
10389,8378,1166
10390,9294,4802
10391,7190,366
10392,7766,796
10393,8774,6400
10394,8756,2521
10395,5205,8340
10396,4151,3229
10397,8387,8991
10398,6314,7444
10399,4528,2027
10400,2114,6179
10401,9766,111
10402,5487,4115
10403,3062,5286
10404,8749,2392
10405,606,5654
10406,5910,4362
10407,2696,3472
10408,433,4128
10409,9224,7715
10410,8043,3924
10411,9645,5279
10412,5482,655
10413,8727,337
10414,4960,2271
10415,469,3051
10416,2718,1855
10417,8634,9912
10418,2839,8931
10419,9607,3400
10420,3477,8189
10421,1107,893
10422,4761,7249
10423,4448,6476
10424,9315,4698
10425,7868,882
10426,305,2317
10427,6176,8916
10428,4137,7428
10429,1682,4672
10430,3482,9892
10431,7370,5579
10432,6388,372
10433,5981,4305
10434,765,4801
10435,9611,6873
10436,7391,7405
10437,2419,8771
10438,4589,4145
10439,5093,7478
10440,9022,4738
10441,5825,634
10442,9366,3769
10443,8336,8570
10444,4695,3398
10445,5049,948
10446,7327,7396
10447,8303,8176
10448,6664,7410
10449,63,2949
10450,221,4780
10451,3953,5269
10452,3027,1525
10453,1931,7996
10454,43,6061
10455,6363,673
10456,7944,1034
10457,3985,2649
10458,4563,239
10459,9061,9966
10460,1394,9094
10461,4421,2174
10462,5459,1156
10463,1016,7796
10464,1394,1985
10465,5187,4879
10466,8056,9848
10467,4751,998
10468,5831,9710
10469,3607,4208
10470,3543,286
10471,959,3922
10472,6495,4142
10473,8384,3125
10474,7562,37
10475,5888,3457
10476,8728,6423
10477,5988,5589
10478,3533,798
10479,7226,9471
10480,6726,2919
10481,4473,2605
10482,3875,6201
10483,5326,2565
10484,9210,9937
10485,6148,1916
10486,3655,1302
10487,8429,7183
10488,5981,4793
10489,5397,4623
10490,9727,4406
10491,413,5818
10492,1055,7081
10493,5097,3668
10494,5551,4818
10495,6219,1006
10496,5945,7115
10497,7929,2739
10498,6544,2718
10499,4062,6742
10500,8567,7792
10501,2128,860
10502,1696,7629
10503,1207,4648
10504,6726,5307
10505,8801,4724
10506,4,2921
10507,7467,3888
10508,5436,1347
10509,8441,1266
10510,5968,2785
10511,6409,6337
10512,1872,3945
10513,6363,8315
10514,209,3259
10515,6190,1646
10516,3437,105
10517,9168,5082
10518,2502,576
10519,2796,5243
10520,8186,846
10521,2290,1012
10522,4463,501
10523,7510,7626
10524,5273,3329
10525,936,2902
10526,7896,9861
10527,4297,5770
10528,1196,4279
10529,8742,8561
10530,4105,978
10531,8938,303
10532,6036,1304
10533,678,1286
10534,4074,6488
10535,8250,9171
10536,1359,147
10537,2434,5131
10538,1330,1515
10539,132,5288
10540,2013,5619
10541,2049,8303
10542,4871,6073
10543,5504,870
10544,7341,4071
10545,2675,5882
10546,2721,1819
10547,7283,7967
10548,8250,3286
10549,4871,5233
10550,4570,8017
10551,6286,801
10552,1202,2025
10553,6506,2621
10554,1474,9778
10555,4474,8031
10556,2299,4224
10557,5183,3954
10558,1359,4195
10559,7696,357
10560,5841,699
10561,15,63
10562,731,7414
10563,2502,960
10564,4322,978
10565,5459,1575
10566,8761,215
10567,3956,880
10568,4885,9498
10569,749,5495
10570,15,7111
10571,6222,8696
10572,9445,9042
10573,6433,498
10574,7510,8090
10575,2656,4448
10576,9810,7085
10577,9366,7522
10578,4974,9336
10579,3558,4670
10580,9139,5571
10581,6286,6637
10582,6912,5647
10583,1269,993
10584,2285,7174
10585,41,6888
10586,2707,2676
10587,2915,9298
10588,9922,7108
10589,9074,8540
10590,9652,7927
10591,7513,9400
10592,6222,3918
10593,7793,6781
10594,1186,1135
10595,8441,7011
10596,41,1324
10597,7214,1269
10598,1970,3612
10599,6388,2758
10600,9250,2375
10601,7793,8996
10602,694,8796
10603,6898,9815
10604,38,3433
10605,8844,3025
10606,6932,5683
10607,606,5470
10608,6525,4356
10609,8026,9352
10610,2285,9528
10611,9605,7134
10612,7634,5170
10613,8365,1145
10614,7444,7428
10615,2386,7177
10616,4673,9412
10617,5442,8555
10618,4027,2089
10619,7904,7067
10620,6064,4420
10621,3831,1893
10622,6433,770
10623,9810,3938
10624,1053,5921
10625,1728,7896
10626,8761,3021
10627,6853,233
10628,510,7919
10629,7718,8202
10630,1057,9529
10631,1958,7461
10632,4396,7191
10633,1353,6385
10634,8594,7478
10635,3062,2003
10636,5617,2444
10637,3349,7896
10638,6525,3358
10639,8364,3783
10640,2042,3763
10641,5764,5685
10642,3338,6848
10643,6222,3958
10644,3984,2825
10645,6084,8045
10646,15,2242
10647,2964,7211
10648,1251,8243
10649,3985,6255
10650,8741,7831
10651,4871,4849
10652,2050,2519
10653,1516,4586
10654,8427,8441
10655,8610,1539
10656,6758,7387
10657,8257,9130
10658,7268,8843
10659,2238,5379
10660,4516,6280
10661,2796,7489
10662,3580,8890
10663,8625,1629
10664,3031,6306
10665,7718,4077
10666,1880,7596
10667,4549,8436
10668,5011,5640
10669,15,5269
10670,857,8816
10671,3324,4758
10672,4011,1088
10673,2773,8446
10674,3995,9310
10675,63,6510
10676,8392,483
10677,9992,9457
10678,6932,5430
10679,8145,7460
10680,5436,1761
10681,93,5820
10682,87,7727
10683,1646,1957
10684,5019,1203
10685,6222,7147
10686,231,5010
10687,5482,7912
10688,2854,8859
10689,579,8488
10690,5144,2717
10691,6118,8156
10692,8741,3475
10693,2976,4084
10694,3472,7782
10695,9422,8543
10696,9821,3020
10697,976,3335
10698,6176,7645
10699,9777,9542
10700,6232,4149
10701,9616,5674
10702,1839,8521
10703,7226,5003
10704,8510,4097
10705,6963,3466
10706,8959,1101
10707,1254,8205
10708,4398,8493
10709,5137,2757
10710,607,1183
10711,8144,4631
10712,1505,1357
10713,7041,8748
10714,6222,9068
10715,1378,7849
10716,7575,7371
10717,2696,9858
10718,7581,1248
10719,8498,9613
10720,9992,9649
10721,8465,4924
10722,9005,384
10723,13,478
10724,4203,60
10725,630,2767
10726,469,6182
10727,6989,2187
10728,2226,6761
10729,5763,151
10730,3094,4815
10731,1927,9016
10732,2960,3203
10733,6794,136
10734,2915,5231
10735,7166,4714
10736,6222,6700
10737,3039,8801
10738,7065,489
10739,731,6754
10740,1634,2438
10741,2915,4403
10742,4718,6509
10743,3220,1744
10744,1573,6927
10745,506,5990
10746,9419,1375
10747,2658,8680
10748,2287,604
10749,9661,4720
10750,5459,2115
10751,4241,151
10752,15,5905
10753,7793,7897
10754,5367,7963
10755,9777,7402
10756,8761,7336
10757,4933,409
10758,8217,9133
10759,6624,8428
10760,9725,2538
10761,6847,8313
10762,3129,5906
